Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
60290	-1266.193	-1245.003	-21.19018	9.804e+07	0.999871	0.999967	1.00003	1.00013	4.705586
60300	-1257.882	-1238.974	-18.90786	2.714739e+07	0.999756	0.999938	1.00006	1.00024	4.477353
60310	-1254.903	-1235.233	-19.67036	9.052907e+07	0.999866	0.999965	1.00003	1.00013	4.553604
60320	-1257.442	-1235.322	-22.1203	5.565744e+07	0.99983	0.999956	1.00004	1.00017	4.798598
60330	-1267.396	-1245.46	-21.93673	9.218538e+07	0.999868	0.999966	1.00003	1.00013	4.780241
60340	-1251.507	-1234.694	-16.81266	2.822945e+07	0.999761	0.999939	1.00006	1.00024	4.267834
60350	-1258.771	-1235.735	-23.03628	2.585124e+07	0.99975	0.999936	1.00006	1.00025	4.890195
60360	-1261.384	-1239.189	-22.19508	3.098061e+07	0.999772	0.999942	1.00006	1.00023	4.806076
60370	-1260.726	-1238.049	-22.67728	7.628207e+07	0.999854	0.999963	1.00004	1.00015	4.854295
60380	-1271.837	-1251.626	-20.21125	5.628956e+07	0.99983	0.999957	1.00004	1.00017	4.607693
60390	-1254.439	-1232.468	-21.97119	6.296599e+07	0.99984	0.999959	1.00004	1.00016	4.783686
60400	-1261.925	-1237.31	-24.61482	1.827407e+07	0.999703	0.999924	1.00008	1.0003	5.04805
60410	-1255.845	-1233.752	-22.09296	8.737386e+07	0.999864	0.999965	1.00003	1.00014	4.795864
60420	-1255.348	-1237.609	-17.73902	1.507466e+07	0.999673	0.999916	1.00008	1.00033	4.36047
60430	-1272.651	-1253.828	-18.82378	1.12143e+07	0.99962	0.999903	1.0001	1.00038	4.468946
60440	-1257.217	-1236.954	-20.26269	6.390909e+07	0.999841	0.999959	1.00004	1.00016	4.612837
60450	-1260.074	-1240.391	-19.6829	3.660528e+07	0.99979	0.999946	1.00005	1.00021	4.554857
60460	-1269.771	-1244.497	-25.27418	6.643039e+07	0.999844	0.999961	1.00004	1.00016	5.113985
60470	-1252.484	-1235.489	-16.99531	3885021	0.999355	0.999835	1.00016	1.00064	4.286099
60480	-1290.288	-1261.369	-28.91906	9.279436e+07	0.999868	0.999966	1.00003	1.00013	5.478473
60490	-1264.088	-1241.19	-22.89778	4.820206e+07	0.999817	0.999953	1.00005	1.00018	4.876346
60500	-1259.231	-1237.991	-21.23984	7.842061e+07	0.999856	0.999964	1.00004	1.00014	4.710552
60510	-1263.932	-1241.143	-22.78932	2.305521e+07	0.999735	0.999932	1.00007	1.00026	4.865499
60520	-1258.321	-1238.779	-19.54143	3.449432e+07	0.999784	0.999945	1.00005	1.00022	4.540711
60530	-1257.647	-1237.872	-19.77506	8.760437e+07	0.999864	0.999965	1.00004	1.00014	4.564074
60540	-1253.231	-1232.354	-20.87705	5041727	0.999434	0.999855	1.00014	1.00057	4.674272
60550	-1265.483	-1238.291	-27.19197	2.051319e+07	0.999719	0.999928	1.00007	1.00028	5.305765
60560	-1283.377	-1257.883	-25.49365	5.843822e+07	0.999834	0.999958	1.00004	1.00017	5.135933
60570	-1260.197	-1239.24	-20.95747	4.771312e+07	0.999816	0.999953	1.00005	1.00018	4.682315
60580	-1257.85	-1237.899	-19.95111	1.710895e+07	0.999693	0.999921	1.00008	1.00031	4.581679
60590	-1255.033	-1235.547	-19.48617	2.418702e+07	0.999742	0.999934	1.00007	1.00026	4.535184
60600	-1253.814	-1233.603	-20.21162	1.845968e+07	0.999704	0.999924	1.00008	1.0003	4.60773
60610	-1268.056	-1246.228	-21.82834	1391196	0.998923	0.999725	1.00028	1.00108	4.769402
60620	-1257.674	-1240.16	-17.51403	1.238881e+07	0.999639	0.999908	1.00009	1.00036	4.337971
60630	-1257.014	-1241.467	-15.54681	9.253174e+07	0.999868	0.999967	1.00003	1.00013	4.141249
60640	-1259.922	-1239.021	-20.90083	2.577325e+07	0.99975	0.999936	1.00006	1.00025	4.676651
60650	-1252.711	-1230.663	-22.04831	7.841725e+07	0.999856	0.999963	1.00004	1.00014	4.791398
60660	-1260.258	-1239.201	-21.05727	3.593603e+07	0.999788	0.999946	1.00005	1.00021	4.692295
60670	-1256.537	-1238.609	-17.92754	2.166532e+07	0.999727	0.99993	1.00007	1.00027	4.379322
60680	-1266.643	-1246.113	-20.53011	8.872214e+07	0.999865	0.999966	1.00003	1.00014	4.639579
60690	-1277.886	-1255.32	-22.5663	7.598189e+07	0.999854	0.999962	1.00004	1.00015	4.843198
60700	-1270.746	-1251.508	-19.2374	7826529	0.999546	0.999884	1.00012	1.00045	4.510307
60710	-1266.608	-1246.334	-20.27467	5.406604e+07	0.999827	0.999956	1.00004	1.00017	4.614035
60720	-1259.449	-1241.126	-18.32281	3.954356e+07	0.999798	0.999948	1.00005	1.0002	4.418849
60730	-1263.166	-1241.75	-21.41666	5.795312e+07	0.999833	0.999957	1.00004	1.00017	4.728234
60740	-1257.816	-1239.837	-17.97943	7.06086e+07	0.999849	0.999962	1.00004	1.00015	4.384511
60750	-1260.485	-1243.356	-17.1292	2.686037e+07	0.999755	0.999937	1.00006	1.00025	4.299488
60760	-1264.455	-1242.446	-22.00944	8.712915e+07	0.999864	0.999964	1.00003	1.00014	4.787512
60770	-1264.999	-1242.884	-22.11528	8.215273e+07	0.99986	0.999964	1.00004	1.00014	4.798096
60780	-1258.151	-1236.827	-21.32436	1.566468e+07	0.999679	0.999918	1.00008	1.00032	4.719003
60790	-1253.718	-1235.34	-18.37803	2.226034e+07	0.999731	0.999931	1.00007	1.00027	4.42437
60800	-1257.859	-1238.365	-19.49358	2.209913e+07	0.99973	0.999931	1.00007	1.00027	4.535925
60810	-1256.233	-1238.245	-17.98824	7.086574e+07	0.999849	0.999961	1.00004	1.00015	4.385391
60820	-1262.952	-1239.899	-23.05367	2.231897e+07	0.999731	0.999931	1.00007	1.00027	4.891935
60830	-1261.7	-1235.971	-25.72887	4.750397e+07	0.999816	0.999953	1.00005	1.00018	5.159454
60840	-1255.631	-1236.314	-19.3172	9.888037e+07	0.999872	0.999967	1.00003	1.00013	4.518288
60850	-1270.599	-1253.447	-17.1524	1.264342e+07	0.999643	0.999909	1.00009	1.00036	4.301807
60860	-1269.295	-1249.257	-20.03717	2.344568e+07	0.999738	0.999933	1.00007	1.00026	4.590285
60870	-1259.985	-1244.492	-15.49309	9.194641e+07	0.999868	0.999966	1.00003	1.00013	4.135877
60880	-1259.866	-1237.923	-21.94283	2.42856e+07	0.999742	0.999934	1.00007	1.00026	4.78085
60890	-1253.218	-1232.868	-20.34967	9.629183e+07	0.999871	0.999967	1.00003	1.00013	4.621535
60900	-1263.746	-1241.327	-22.41849	5.698616e+07	0.999832	0.999957	1.00004	1.00017	4.828416
60910	-1260.501	-1243.748	-16.75241	7.073048e+07	0.999849	0.999962	1.00004	1.00015	4.261809
60920	-1255.749	-1236.038	-19.71148	4.745443e+07	0.999816	0.999953	1.00005	1.00018	4.557715
60930	-1262.095	-1239.976	-22.11915	1.610893e+07	0.999683	0.999919	1.00008	1.00032	4.798482
60940	-1253.421	-1233.58	-19.8415	9.34076e+07	0.999868	0.999967	1.00003	1.00013	4.570718
60950	-1257.173	-1235.723	-21.45013	6.182227e+07	0.999838	0.999959	1.00004	1.00016	4.731581
60960	-1260.246	-1236.73	-23.51614	6.953559e+07	0.999848	0.999961	1.00004	1.00015	4.938182
60970	-1271.49	-1246.155	-25.33508	3030956	0.99927	0.999813	1.00019	1.00073	5.120076
60980	-1265.378	-1243.434	-21.94435	4.784222e+07	0.999816	0.999953	1.00005	1.00018	4.781002
60990	-1256.761	-1236.298	-20.46309	7.623564e+07	0.999855	0.999962	1.00004	1.00015	4.632876
61000	-1256.282	-1235.531	-20.7516	2.59128e+07	0.99975	0.999936	1.00006	1.00025	4.661728
61010	-1248.297	-1229.886	-18.41086	6.418018e+07	0.999841	0.999959	1.00004	1.00016	4.427654
61020	-1254.528	-1235.819	-18.70963	8.503348e+07	0.999862	0.999965	1.00004	1.00014	4.45753
61030	-1253.666	-1237.567	-16.09963	5882178	0.999476	0.999866	1.00013	1.00052	4.19653
61040	-1259.986	-1239.827	-20.15939	2.185336e+07	0.999728	0.999931	1.00007	1.00027	4.602506
61050	-1262.056	-1241.733	-20.3236	3.335578e+07	0.99978	0.999944	1.00006	1.00022	4.618927
61060	-1263.881	-1241.193	-22.68858	2.766365e+07	0.999758	0.999938	1.00006	1.00024	4.855426
61070	-1254.79	-1237.392	-17.39795	4.359169e+07	0.999808	0.999951	1.00005	1.00019	4.326363
61080	-1255.241	-1236.575	-18.66631	3323068	0.999303	0.999822	1.00018	1.0007	4.453199
61090	-1262.506	-1239.045	-23.46035	1.374241e+07	0.999657	0.999912	1.00009	1.00034	4.932603
61100	-1261.661	-1237.953	-23.70837	7.107573e+07	0.999849	0.999961	1.00004	1.00015	4.957405
61110	-1263.157	-1240.275	-22.88204	3.834821e+07	0.999795	0.999947	1.00005	1.00021	4.874772
61120	-1260.191	-1242.589	-17.60224	1.152276e+07	0.999626	0.999904	1.0001	1.00037	4.346792
61130	-1258.027	-1238.291	-19.73542	1.018261e+07	0.999602	0.999898	1.0001	1.0004	4.56011
61140	-1260.062	-1244.61	-15.45207	5313050	0.999449	0.999859	1.00014	1.00055	4.131774
61150	-1268.169	-1247.465	-20.70337	9.527377e+07	0.99987	0.999967	1.00003	1.00013	4.656905
61160	-1253.506	-1235.18	-18.32538	4.920024e+07	0.999819	0.999953	1.00005	1.00018	4.419106
61170	-1254.61	-1237.484	-17.12597	1.217276e+07	0.999636	0.999907	1.00009	1.00036	4.299165
61180	-1252.149	-1236.014	-16.13558	1.011637e+07	0.9996	0.999898	1.0001	1.0004	4.200126
61190	-1248.908	-1231.056	-17.852	9.974954e+07	0.999873	0.999968	1.00003	1.00013	4.371767
61200	-1254.389	-1236.594	-17.79445	7.567528e+07	0.999854	0.999962	1.00004	1.00015	4.366013
61210	-1262.04	-1243.454	-18.58654	2.462641e+07	0.999744	0.999935	1.00007	1.00026	4.445222
61220	-1255.405	-1234.946	-20.45838	2.57104e+07	0.999749	0.999936	1.00006	1.00025	4.632406
61230	-1261.626	-1239.781	-21.84533	6710561	0.999509	0.999875	1.00013	1.00049	4.7711
61240	-1250.783	-1230.135	-20.64795	9.624237e+07	0.99987	0.999967	1.00003	1.00013	4.651363
61250	-1257.159	-1235.395	-21.76447	9.528488e+07	0.99987	0.999966	1.00003	1.00013	4.763015
61260	-1262.787	-1242.681	-20.10632	4857356	0.999423	0.999853	1.00015	1.00058	4.597199
61270	-1260.955	-1240.835	-20.12041	8.730287e+07	0.999864	0.999964	1.00004	1.00014	4.598608
61280	-1265.89	-1245.533	-20.35788	3.472549e+07	0.999784	0.999945	1.00006	1.00022	4.622356
61290	-1265.61	-1243.728	-21.88161	9.927317e+07	0.999873	0.999967	1.00003	1.00013	4.774729
61300	-1253.44	-1233.345	-20.09524	6.671798e+07	0.999844	0.99996	1.00004	1.00016	4.596091
61310	-1250.686	-1228.446	-22.23912	6.563487e+07	0.999843	0.99996	1.00004	1.00016	4.81048
61320	-1258.533	-1237.996	-20.53721	4.703163e+07	0.999815	0.999953	1.00005	1.00019	4.640288
61330	-1258.175	-1238.315	-19.85993	7.237222e+07	0.999851	0.999962	1.00004	1.00015	4.57256
61340	-1264.968	-1244.955	-20.01244	8.146848e+07	0.999859	0.999964	1.00004	1.00014	4.587811
61350	-1265.06	-1244.82	-20.24068	3973581	0.999362	0.999837	1.00016	1.00064	4.610636
61360	-1255.832	-1233.546	-22.28591	3.920131e+07	0.999797	0.999949	1.00005	1.0002	4.815159
61370	-1254.29	-1237.183	-17.10757	4.370312e+07	0.999808	0.999951	1.00005	1.00019	4.297325
61380	-1257.08	-1240.895	-16.18529	7.468061e+07	0.999853	0.999963	1.00004	1.00015	4.205097
61390	-1257.051	-1240.61	-16.44123	6.307614e+07	0.99984	0.999959	1.00004	1.00016	4.230691
61400	-1254.589	-1233.57	-21.01923	1.178345e+07	0.99963	0.999906	1.00009	1.00037	4.688491
61410	-1250.293	-1231.814	-18.47945	7.194837e+07	0.99985	0.999962	1.00004	1.00015	4.434513
61420	-1261.91	-1240.592	-21.31853	1.378256e+07	0.999658	0.999913	1.00009	1.00034	4.718421
61430	-1259.193	-1238.023	-21.17036	3.110293e+07	0.999772	0.999942	1.00006	1.00023	4.703604
61440	-1267.755	-1248.686	-19.0695	3.493586e+07	0.999785	0.999945	1.00006	1.00021	4.493517
61450	-1258.962	-1241.209	-17.75318	7.58301e+07	0.999854	0.999963	1.00004	1.00015	4.361885
61460	-1254.839	-1236.385	-18.45425	8.423736e+07	0.999862	0.999965	1.00004	1.00014	4.431992
61470	-1260.927	-1238.967	-21.9599	9.943942e+07	0.999873	0.999968	1.00003	1.00013	4.782558
61480	-1262.857	-1242.492	-20.36554	3.790013e+07	0.999794	0.999947	1.00005	1.00021	4.623122
61490	-1260.009	-1237.392	-22.6174	3.958533e+07	0.999798	0.999949	1.00005	1.0002	4.848308
61500	-1260.406	-1242.032	-18.37415	4.193131e+07	0.999804	0.99995	1.00005	1.0002	4.423983
61510	-1260.433	-1245.008	-15.42518	6.711429e+07	0.999844	0.99996	1.00004	1.00015	4.129085
61520	-1260.869	-1241.41	-19.45879	4.591263e+07	0.999812	0.999952	1.00005	1.00019	4.532447
61530	-1261.463	-1240.888	-20.57476	5.727283e+07	0.999832	0.999957	1.00004	1.00017	4.644043
61540	-1270.653	-1251.658	-18.9952	2.270833e+07	0.999733	0.999932	1.00007	1.00027	4.486088
61550	-1261.466	-1238.061	-23.40472	8.708621e+07	0.999864	0.999964	1.00004	1.00014	4.92704
61560	-1258.184	-1235.208	-22.97637	5.965681e+07	0.999836	0.999958	1.00004	1.00016	4.884205
61570	-1264.148	-1243.148	-21.00003	3.023589e+07	0.999769	0.999941	1.00006	1.00023	4.68657
61580	-1258.126	-1237.957	-20.16929	4.733144e+07	0.999815	0.999953	1.00005	1.00018	4.603497
61590	-1265.383	-1245.697	-19.68574	7345960	0.999531	0.99988	1.00012	1.00047	4.555142
61600	-1264.164	-1240.767	-23.39777	1771968	0.999045	0.999756	1.00024	1.00096	4.926345
61610	-1259.145	-1241.274	-17.87063	106011.2	0.996099	0.999	1.00099	1.00391	4.373631
61620	-1260.514	-1245.599	-14.91504	1.493316e+07	0.999671	0.999916	1.00008	1.00033	4.078072
61630	-1259.315	-1237.59	-21.72496	7.48172e+07	0.999853	0.999962	1.00004	1.00015	4.759064
61640	-1247.645	-1230.742	-16.90288	590581.7	0.998346	0.999577	1.00042	1.00165	4.276856
61650	-1250.147	-1234.41	-15.73699	1.658212e+07	0.999688	0.99992	1.00008	1.00031	4.160267
61660	-1266.584	-1250.098	-16.48626	5.721714e+07	0.999832	0.999957	1.00004	1.00017	4.235194
61670	-1255.307	-1239.588	-15.71913	9.508329e+07	0.99987	0.999966	1.00003	1.00013	4.158481
61680	-1248.591	-1233.512	-15.07845	2.038734e+07	0.999718	0.999928	1.00007	1.00028	4.094413
61690	-1256.824	-1236.35	-20.47406	1.257272e+07	0.999642	0.999908	1.00009	1.00036	4.633974
61700	-1246.496	-1234.043	-12.45335	6.62485e+07	0.999844	0.99996	1.00004	1.00016	3.831903
61710	-1257.161	-1240.676	-16.48432	6.932224e+07	0.999848	0.999961	1.00004	1.00015	4.235
61720	-1259.978	-1236.282	-23.69621	9.539598e+07	0.99987	0.999966	1.00003	1.00013	4.956188
61730	-1265.376	-1238.459	-26.91669	7.59005e+07	0.999854	0.999963	1.00004	1.00015	5.278237
61740	-1265.968	-1243.056	-22.91169	4.022894e+07	0.9998	0.999949	1.00005	1.0002	4.877737
61750	-1261.062	-1236.917	-24.14505	1.088863e+07	0.999615	0.999902	1.0001	1.00039	5.001073
61760	-1259.481	-1235.059	-24.42173	8.541359e+07	0.999863	0.999965	1.00003	1.00014	5.028741
61770	-1252.664	-1233.198	-19.46584	9.236384e+07	0.999868	0.999967	1.00003	1.00013	4.533152
61780	-1261.785	-1239.661	-22.12428	1.065624e+07	0.999611	0.9999	1.0001	1.00039	4.798996
61790	-1270.491	-1249.181	-21.3095	2.226731e+07	0.999731	0.999931	1.00007	1.00027	4.717518
61800	-1257.885	-1241.336	-16.54921	1.504796e+07	0.999672	0.999916	1.00008	1.00033	4.241488
61810	-1261.684	-1241.488	-20.19602	8.874095e+07	0.999865	0.999966	1.00003	1.00013	4.60617
61820	-1261.232	-1239.738	-21.49408	1.564521e+07	0.999679	0.999918	1.00008	1.00032	4.735976
61830	-1259.575	-1238.52	-21.05528	9.681941e+07	0.999871	0.999967	1.00003	1.00013	4.692096
61840	-1254.626	-1233.017	-21.6087	4.885404e+07	0.999818	0.999954	1.00005	1.00018	4.747437
61850	-1248.547	-1229.423	-19.12403	8.171523e+07	0.99986	0.999964	1.00004	1.00014	4.498971
61860	-1257.568	-1238.764	-18.80422	7172012	0.999525	0.999879	1.00012	1.00047	4.46699
61870	-1263.535	-1242.059	-21.47624	8.382468e+07	0.999861	0.999965	1.00004	1.00014	4.734191
61880	-1267.326	-1247.058	-20.26754	5.177319e+07	0.999823	0.999955	1.00005	1.00018	4.613322
61890	-1258.665	-1239.612	-19.05232	6.236104e+07	0.999839	0.999959	1.00004	1.00016	4.4918
61900	-1250.668	-1233.43	-17.23821	1.228373e+07	0.999637	0.999907	1.00009	1.00036	4.310389
61910	-1258.406	-1239.504	-18.90143	2.526807e+07	0.999747	0.999936	1.00006	1.00025	4.476711
61920	-1260.938	-1240.342	-20.59561	9.404419e+07	0.999869	0.999967	1.00003	1.00013	4.646129
61930	-1253.836	-1232.393	-21.44288	4.261461e+07	0.999805	0.99995	1.00005	1.00019	4.730856
61940	-1260.384	-1239.972	-20.41137	6.404769e+07	0.999841	0.999959	1.00004	1.00016	4.627705
61950	-1264.276	-1242.401	-21.87497	5.235268e+07	0.999824	0.999955	1.00005	1.00018	4.774065
61960	-1256.287	-1239.436	-16.85088	7.124298e+07	0.99985	0.999961	1.00004	1.00015	4.271656
61970	-1260.232	-1242.116	-18.1156	2.707651e+07	0.999756	0.999938	1.00006	1.00024	4.398128
61980	-1263.576	-1246.18	-17.39604	9.638808e+07	0.999871	0.999967	1.00003	1.00013	4.326172
61990	-1256.472	-1238.941	-17.53104	6.123159e+07	0.999838	0.999959	1.00004	1.00016	4.339672
62000	-1257.123	-1234.924	-22.19958	9.339341e+07	0.999868	0.999967	1.00003	1.00013	4.806526
62010	-1258.862	-1236.028	-22.83421	7.775655e+07	0.999856	0.999963	1.00004	1.00014	4.869989
62020	-1254.173	-1234.442	-19.73184	1.99386e+07	0.999715	0.999927	1.00007	1.00028	4.559752
62030	-1260.328	-1236.415	-23.91259	7.895564e+07	0.999857	0.999963	1.00004	1.00014	4.977827
62040	-1256.04	-1235.335	-20.70557	7.218411e+07	0.99985	0.999962	1.00004	1.00015	4.657124
62050	-1260.438	-1240.953	-19.48496	5.815753e+07	0.999833	0.999958	1.00004	1.00017	4.535064
62060	-1256.829	-1237.338	-19.49152	7.260318e+07	0.999851	0.999962	1.00004	1.00015	4.53572
62070	-1265.887	-1248.068	-17.81963	1.326496e+07	0.999651	0.999911	1.00009	1.00035	4.368531
62080	-1250.607	-1234.915	-15.69185	8308892	0.999559	0.999887	1.00011	1.00044	4.155753
62090	-1261.167	-1240.573	-20.59456	7.723801e+07	0.999856	0.999963	1.00004	1.00015	4.646023
62100	-1259.641	-1238.957	-20.68326	7.41793e+07	0.999853	0.999962	1.00004	1.00015	4.654894
62110	-1252.008	-1232.559	-19.44827	5.373205e+07	0.999827	0.999956	1.00004	1.00017	4.531395
62120	-1245.192	-1224.165	-21.02709	3.675067e+07	0.99979	0.999947	1.00005	1.00021	4.689277
62130	-1248.467	-1229.047	-19.41989	3.494579e+07	0.999785	0.999945	1.00005	1.00022	4.528557
62140	-1255.335	-1236.773	-18.56227	9.93046e+07	0.999873	0.999967	1.00003	1.00013	4.442795
62150	-1261.556	-1242.02	-19.53602	7.720273e+07	0.999856	0.999963	1.00004	1.00014	4.54017
62160	-1252.267	-1238.39	-13.87755	1.940523e+07	0.999711	0.999926	1.00007	1.00029	3.974323
62170	-1258.65	-1239.495	-19.15518	7.94157e+07	0.999857	0.999964	1.00004	1.00014	4.502085
62180	-1261.035	-1237.296	-23.73867	2.55331e+07	0.999749	0.999936	1.00006	1.00025	4.960434
62190	-1257.807	-1237.961	-19.8466	6.069804e+07	0.999837	0.999958	1.00004	1.00016	4.571227
62200	-1267.587	-1242.493	-25.09413	2.336067e+07	0.999737	0.999933	1.00007	1.00026	5.09598
62210	-1265.315	-1242.711	-22.60385	7.726449e+07	0.999856	0.999962	1.00004	1.00014	4.846953
62220	-1270.23	-1245.093	-25.13685	3.611566e+07	0.999788	0.999946	1.00005	1.00021	5.100252
62230	-1264.36	-1242.283	-22.07652	9630908	0.99959	0.999895	1.0001	1.00041	4.79422
62240	-1255.263	-1233.868	-21.3954	3.144018e+07	0.999773	0.999942	1.00006	1.00023	4.726108
62250	-1252.437	-1240.087	-12.35035	3390950	0.99931	0.999824	1.00018	1.00069	3.821602
62260	-1252.297	-1235.692	-16.60504	3.194146e+07	0.999775	0.999943	1.00006	1.00022	4.247072
62270	-1263.738	-1243.362	-20.37586	8.554919e+07	0.999863	0.999964	1.00004	1.00014	4.624154
62280	-1265.539	-1245.103	-20.43553	9.949542e+07	0.999873	0.999968	1.00003	1.00013	4.630121
62290	-1262.882	-1243.543	-19.33911	2.347201e+07	0.999738	0.999933	1.00007	1.00026	4.520479
62300	-1260.484	-1241.411	-19.0724	5.32517e+07	0.999826	0.999956	1.00004	1.00017	4.493808
62310	-1266.984	-1242.053	-24.93131	4.849782e+07	0.999817	0.999954	1.00005	1.00018	5.079699
62320	-1259.347	-1239.98	-19.36696	3046085	0.999272	0.999814	1.00019	1.00073	4.523264
62330	-1247.633	-1229.722	-17.91025	2.66397e+07	0.999754	0.999937	1.00006	1.00025	4.377593
62340	-1256.434	-1238.501	-17.93279	4.849322e+07	0.999817	0.999953	1.00005	1.00018	4.379846
62350	-1272.891	-1245.211	-27.68081	2.821078e+07	0.999761	0.999939	1.00006	1.00024	5.354648
62360	-1258.131	-1239.444	-18.68711	1.495516e+07	0.999671	0.999916	1.00008	1.00033	4.455278
62370	-1257.657	-1239.235	-18.422	2806924	0.999241	0.999806	1.00019	1.00076	4.428767
62380	-1259.663	-1240.471	-19.19186	1.383591e+07	0.999658	0.999913	1.00009	1.00034	4.505754
62390	-1257.81	-1234.801	-23.00878	9.567219e+07	0.99987	0.999967	1.00003	1.00013	4.887446
62400	-1258.551	-1236.023	-22.52829	6.690346e+07	0.999845	0.99996	1.00004	1.00016	4.839397
62410	-1259.468	-1238.748	-20.71967	6.893975e+07	0.999847	0.99996	1.00004	1.00015	4.658534
62420	-1259.417	-1240.077	-19.34051	2.416537e+07	0.999742	0.999934	1.00007	1.00026	4.520619
62430	-1261.128	-1242.865	-18.2629	8.677358e+07	0.999864	0.999964	1.00004	1.00014	4.412858
62440	-1262.233	-1239.381	-22.85225	3675826	0.999337	0.999831	1.00017	1.00066	4.871793
62450	-1267.165	-1247.285	-19.87998	8.46725e+07	0.999862	0.999965	1.00004	1.00014	4.574565
62460	-1258.414	-1237.286	-21.1283	8.644446e+07	0.999864	0.999966	1.00003	1.00014	4.699398
62470	-1259.449	-1237.043	-22.40611	7.894791e+07	0.999857	0.999963	1.00004	1.00014	4.827178
62480	-1260.71	-1239.782	-20.92862	2.796478e+07	0.99976	0.999938	1.00006	1.00024	4.679429
62490	-1252.688	-1231.996	-20.6919	6.756068e+07	0.999845	0.999961	1.00004	1.00015	4.655758
62500	-1277.613	-1255.375	-22.23782	9.845197e+07	0.999872	0.999967	1.00003	1.00013	4.81035
62510	-1253.88	-1238.068	-15.81265	8.846036e+07	0.999865	0.999966	1.00003	1.00014	4.167833
62520	-1252.458	-1234.001	-18.45724	3.870311e+07	0.999796	0.999948	1.00005	1.0002	4.432291
62530	-1261.805	-1240.701	-21.1041	1.623722e+07	0.999685	0.99992	1.00008	1.00032	4.696978
62540	-1262.286	-1245.604	-16.68121	2.799915e+07	0.99976	0.999939	1.00006	1.00024	4.254688
62550	-1257.367	-1235.728	-21.6385	8.474202e+07	0.999862	0.999965	1.00004	1.00014	4.750418
62560	-1256.871	-1237.228	-19.64343	5.172122e+07	0.999823	0.999955	1.00005	1.00018	4.55091
62570	-1262.061	-1240.214	-21.84703	5.254765e+07	0.999825	0.999955	1.00004	1.00018	4.77127
62580	-1251.049	-1232.614	-18.43415	7.609037e+07	0.999854	0.999963	1.00004	1.00015	4.429983
62590	-1261.977	-1247.002	-14.97448	4.930408e+07	0.999819	0.999954	1.00005	1.00018	4.084016
62600	-1265.295	-1243.481	-21.81424	5.443565e+07	0.999828	0.999956	1.00004	1.00017	4.767992
62610	-1268.625	-1247.008	-21.61752	3.836268e+07	0.999795	0.999948	1.00005	1.00021	4.748319
62620	-1266.879	-1243.111	-23.76768	5.232534e+07	0.999824	0.999955	1.00005	1.00018	4.963336
62630	-1253.95	-1233.098	-20.85155	2.437342e+07	0.999743	0.999934	1.00007	1.00026	4.671723
62640	-1259.111	-1235.748	-23.36305	2.587218e+07	0.99975	0.999936	1.00006	1.00025	4.922873
62650	-1245.802	-1230.296	-15.5055	6.970839e+07	0.999848	0.999961	1.00004	1.00015	4.137117
62660	-1253.269	-1241.638	-11.63165	1.034324e+07	0.999605	0.999899	1.0001	1.0004	3.749733
62670	-1271.339	-1253.506	-17.83316	9.722298e+07	0.999871	0.999967	1.00003	1.00013	4.369883
62680	-1261.47	-1247.99	-13.48035	7.769354e+07	0.999856	0.999963	1.00004	1.00014	3.934603
62690	-1254.765	-1232.337	-22.42782	1.877523e+07	0.999707	0.999925	1.00008	1.00029	4.82935
62700	-1256.192	-1236.802	-19.38995	2.170181e+07	0.999727	0.99993	1.00007	1.00027	4.525563
62710	-1259.972	-1237.883	-22.089	3.997282e+07	0.999799	0.999949	1.00005	1.0002	4.795468
62720	-1262.804	-1244.25	-18.55411	3.116518e+07	0.999772	0.999942	1.00006	1.00023	4.441979
62730	-1259.315	-1237.704	-21.61169	3.095292e+07	0.999772	0.999942	1.00006	1.00023	4.747736
62740	-1254.978	-1236.142	-18.83577	5.926049e+07	0.999835	0.999958	1.00004	1.00017	4.470145
62750	-1260.033	-1238.379	-21.65354	8.614505e+07	0.999863	0.999964	1.00004	1.00014	4.751921
62760	-1258.435	-1235.759	-22.67661	3.26591e+07	0.999778	0.999943	1.00006	1.00022	4.854228
62770	-1263.09	-1236.974	-26.11644	4.009598e+07	0.999799	0.999949	1.00005	1.0002	5.198211
62780	-1261.883	-1241.369	-20.51384	1.727803e+07	0.999694	0.999922	1.00008	1.00031	4.637952
62790	-1264.189	-1241.015	-23.17396	9761581	0.999593	0.999896	1.0001	1.00041	4.903964
62800	-1267.066	-1244.621	-22.44501	8.964967e+07	0.999866	0.999964	1.00004	1.00013	4.831069
62810	-1259.068	-1240.139	-18.9293	7.231942e+07	0.999851	0.999961	1.00004	1.00015	4.479497
62820	-1261.092	-1238.282	-22.8097	6.833799e+07	0.999847	0.999961	1.00004	1.00015	4.867538
62830	-1267.92	-1244.876	-23.04413	2.424782e+07	0.999742	0.999934	1.00007	1.00026	4.89098
62840	-1263.589	-1239.194	-24.39535	6.089083e+07	0.999837	0.999958	1.00004	1.00016	5.026103
62850	-1261.757	-1236.25	-25.50634	4.501809e+07	0.999811	0.999952	1.00005	1.00019	5.137202
62860	-1255.708	-1237.085	-18.62332	1.960053e+07	0.999713	0.999927	1.00007	1.00029	4.448899
62870	-1262.144	-1237.745	-24.3991	9.512449e+07	0.99987	0.999966	1.00003	1.00013	5.026478
