Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
234360	-1265.335	-1246.769	-18.56503	6.312138e+07	0.99984	0.999959	1.00004	1.00016	4.44307
234370	-1266.656	-1242.376	-24.28001	9.492927e+07	0.999869	0.999967	1.00003	1.00013	5.014569
234380	-1252.383	-1236.363	-16.0196	7.221867e+07	0.999851	0.999962	1.00004	1.00015	4.188527
234390	-1270.344	-1248.607	-21.73742	3.538226e+07	0.999786	0.999946	1.00005	1.00021	4.760309
234400	-1276.052	-1251.005	-25.04649	8.575229e+07	0.999863	0.999965	1.00004	1.00014	5.091217
234410	-1267.916	-1247.094	-20.82219	1.607926e+07	0.999683	0.999919	1.00008	1.00032	4.668787
234420	-1256.15	-1240.797	-15.35289	3.805866e+07	0.999794	0.999947	1.00005	1.00021	4.121857
234430	-1260.453	-1238.396	-22.05754	1.708692e+07	0.999692	0.999921	1.00008	1.00031	4.792321
234440	-1251.432	-1230.522	-20.91064	9.039643e+07	0.999866	0.999966	1.00003	1.00013	4.677632
234450	-1257.304	-1237.596	-19.70796	7016198	0.99952	0.999877	1.00012	1.00048	4.557364
234460	-1259.342	-1237.036	-22.30679	8.53755e+07	0.999862	0.999965	1.00004	1.00014	4.817247
234470	-1254.65	-1234.914	-19.73618	6.306685e+07	0.99984	0.999959	1.00004	1.00016	4.560186
234480	-1258.426	-1236.518	-21.90826	9621936	0.99959	0.999895	1.0001	1.00041	4.777394
234490	-1259.649	-1238.035	-21.61412	3.560498e+07	0.999787	0.999946	1.00005	1.00021	4.747979
234500	-1253.032	-1239.011	-14.02158	5.806553e+07	0.999833	0.999957	1.00004	1.00017	3.988726
234510	-1249.752	-1230.664	-19.08825	9410987	0.999586	0.999894	1.00011	1.00041	4.495393
234520	-1256.078	-1236.476	-19.60226	2.551029e+07	0.999748	0.999936	1.00006	1.00025	4.546793
234530	-1260.163	-1238.923	-21.2397	4.311667e+07	0.999807	0.99995	1.00005	1.00019	4.710538
234540	-1259.805	-1238.162	-21.64331	6.522338e+07	0.999843	0.99996	1.00004	1.00016	4.750898
234550	-1267.816	-1245.95	-21.86588	6.830049e+07	0.999846	0.999961	1.00004	1.00015	4.773156
234560	-1266.248	-1241.09	-25.15791	1.030246e+07	0.999604	0.999899	1.0001	1.0004	5.102358
234570	-1266.211	-1244.977	-21.23444	453417.6	0.998113	0.999517	1.00048	1.00189	4.710012
234580	-1257.797	-1237.503	-20.29399	6.655325e+07	0.999844	0.999961	1.00004	1.00016	4.615967
234590	-1263.934	-1241.158	-22.7767	5.946496e+07	0.999835	0.999958	1.00004	1.00016	4.864237
234600	-1265.667	-1245.322	-20.34439	2.668342e+07	0.999754	0.999937	1.00006	1.00025	4.621006
234610	-1265.895	-1240.593	-25.30195	7.704495e+07	0.999855	0.999964	1.00004	1.00015	5.116763
234620	-1261.325	-1241.079	-20.24625	3.941654e+07	0.999797	0.999948	1.00005	1.0002	4.611193
234630	-1264.044	-1245.121	-18.92231	5265902	0.999446	0.999858	1.00014	1.00055	4.478798
234640	-1255.434	-1237.729	-17.7057	5.622904e+07	0.999831	0.999956	1.00004	1.00017	4.357138
234650	-1258.369	-1235.669	-22.70065	6065557	0.999484	0.999868	1.00013	1.00052	4.856632
234660	-1258.858	-1240.804	-18.05372	5.800021e+07	0.999833	0.999958	1.00004	1.00017	4.391939
234670	-1270.138	-1245.164	-24.97435	4.583102e+07	0.999812	0.999952	1.00005	1.00019	5.084003
234680	-1252.798	-1236.206	-16.59275	5.450867e+07	0.999828	0.999956	1.00004	1.00017	4.245843
234690	-1251.343	-1228.046	-23.29739	1.037068e+07	0.999605	0.999899	1.0001	1.00039	4.916307
234700	-1258.747	-1236.283	-22.46408	5841965	0.999474	0.999866	1.00013	1.00053	4.832976
234710	-1264.306	-1238.536	-25.76958	9.215674e+07	0.999868	0.999966	1.00003	1.00013	5.163525
234720	-1256.296	-1233.074	-23.22156	7.627906e+07	0.999855	0.999963	1.00004	1.00015	4.908724
234730	-1253.887	-1236.466	-17.42114	2.676844e+07	0.999754	0.999937	1.00006	1.00025	4.328681
234740	-1254.153	-1234.69	-19.46274	3.082538e+07	0.999771	0.999941	1.00006	1.00023	4.532842
234750	-1260.121	-1237.51	-22.61082	9.899982e+07	0.999872	0.999967	1.00003	1.00013	4.847649
234760	-1266.816	-1243.812	-23.0032	6.990675e+07	0.999848	0.999961	1.00004	1.00015	4.886888
234770	-1249.141	-1231.61	-17.53045	7.476192e+07	0.999853	0.999963	1.00004	1.00015	4.339613
234780	-1260.003	-1236.606	-23.39712	7217333	0.999527	0.999879	1.00012	1.00047	4.92628
234790	-1260.906	-1246.765	-14.14132	9.815971e+07	0.999872	0.999967	1.00003	1.00013	4.0007
234800	-1253.494	-1237.037	-16.45753	5.029276e+07	0.999821	0.999954	1.00005	1.00018	4.232321
234810	-1253.199	-1231.989	-21.21021	6.976938e+07	0.999848	0.999961	1.00004	1.00015	4.707588
234820	-1255.52	-1235.296	-20.22369	9.991952e+07	0.999873	0.999967	1.00003	1.00013	4.608937
234830	-1261.33	-1245.419	-15.91077	3.930521e+07	0.999797	0.999948	1.00005	1.0002	4.177645
234840	-1260.203	-1238.147	-22.05555	922311	0.998677	0.999662	1.00034	1.00132	4.792123
234850	-1251.752	-1235.726	-16.02609	8.177777e+07	0.99986	0.999964	1.00004	1.00014	4.189176
234860	-1246.873	-1229.16	-17.71374	6.760111e+07	0.999845	0.999961	1.00004	1.00015	4.357941
234870	-1261.901	-1245.843	-16.05776	5.700818e+07	0.999832	0.999957	1.00004	1.00017	4.192344
234880	-1259.686	-1242.702	-16.98338	6.599708e+07	0.999844	0.99996	1.00004	1.00016	4.284905
234890	-1262.592	-1238.019	-24.57359	7.465919e+07	0.999853	0.999963	1.00004	1.00015	5.043927
234900	-1262.165	-1240.603	-21.56134	4.468922e+07	0.99981	0.999951	1.00005	1.00019	4.742702
234910	-1268.501	-1248.315	-20.18622	3.450713e+07	0.999784	0.999945	1.00006	1.00022	4.60519
234920	-1266.467	-1242.954	-23.51301	4.995313e+07	0.99982	0.999954	1.00005	1.00018	4.937868
234930	-1258.07	-1244.466	-13.60361	4.488907e+07	0.99981	0.999951	1.00005	1.00019	3.946928
234940	-1260.61	-1241.097	-19.5129	9094819	0.999579	0.999892	1.00011	1.00042	4.537857
234950	-1252.441	-1235.764	-16.67754	4.177769e+07	0.999803	0.999949	1.00005	1.0002	4.254322
234960	-1255.485	-1236.165	-19.32061	8.699699e+07	0.999864	0.999966	1.00003	1.00014	4.518628
234970	-1246.603	-1228.671	-17.93203	1.468542e+07	0.999668	0.999915	1.00008	1.00033	4.379771
234980	-1257.4	-1237.875	-19.52503	4.732702e+07	0.999815	0.999952	1.00005	1.00018	4.539071
234990	-1258.628	-1236.616	-22.01207	8.966011e+07	0.999866	0.999966	1.00003	1.00013	4.787775
235000	-1256.185	-1237.245	-18.94014	1.968154e+07	0.999713	0.999927	1.00007	1.00029	4.480581
235010	-1273.206	-1250.745	-22.46099	6.709872e+07	0.999845	0.99996	1.00004	1.00016	4.832667
235020	-1258.105	-1237.781	-20.3245	5.685322e+07	0.999831	0.999957	1.00004	1.00017	4.619018
235030	-1267.996	-1247.059	-20.93725	7.106536e+07	0.999849	0.999961	1.00004	1.00015	4.680293
235040	-1256.424	-1238.453	-17.97103	1.309303e+07	0.999649	0.99991	1.00009	1.00035	4.383671
235050	-1246.815	-1231.583	-15.23188	2.587689e+07	0.99975	0.999936	1.00006	1.00025	4.109756
235060	-1254.456	-1238.751	-15.7055	1.157774e+07	0.999626	0.999904	1.0001	1.00037	4.157118
235070	-1255.637	-1239.34	-16.29739	6.187926e+07	0.999839	0.999959	1.00004	1.00016	4.216307
235080	-1266.936	-1250.15	-16.78569	4.447824e+07	0.99981	0.999952	1.00005	1.00019	4.265137
235090	-1263.077	-1240.534	-22.54274	5.541296e+07	0.99983	0.999956	1.00004	1.00017	4.840842
235100	-1261.544	-1241.07	-20.47476	6.66971e+07	0.999844	0.99996	1.00004	1.00016	4.634044
235110	-1250.629	-1230.899	-19.72985	3.433408e+07	0.999783	0.999945	1.00006	1.00022	4.559553
235120	-1259.074	-1242.273	-16.80084	2.286846e+07	0.999734	0.999932	1.00007	1.00027	4.266651
235130	-1254.123	-1237.121	-17.00177	7.280574e+07	0.999851	0.999961	1.00004	1.00015	4.286744
235140	-1256.947	-1241.638	-15.3086	4.839008e+07	0.999818	0.999953	1.00005	1.00018	4.117427
235150	-1271.883	-1246.262	-25.62086	6.274101e+07	0.99984	0.999959	1.00004	1.00016	5.148654
235160	-1248.453	-1234.591	-13.86164	5.682163e+07	0.999832	0.999957	1.00004	1.00017	3.972731
235170	-1259.776	-1239.541	-20.23471	8.810153e+07	0.999864	0.999966	1.00003	1.00014	4.610038
235180	-1251.288	-1232.657	-18.63061	2.759101e+07	0.999758	0.999938	1.00006	1.00024	4.449629
235190	-1260.763	-1244.922	-15.84106	1.233899e+07	0.999638	0.999908	1.00009	1.00036	4.170673
235200	-1264.282	-1242.514	-21.7674	4.438791e+07	0.999809	0.999951	1.00005	1.00019	4.763308
235210	-1253.116	-1235.916	-17.19952	6.758804e+07	0.999846	0.99996	1.00004	1.00015	4.30652
235220	-1264.205	-1239.244	-24.96133	2.976434e+07	0.999767	0.99994	1.00006	1.00023	5.0827
235230	-1269.993	-1247.785	-22.20761	9.502957e+07	0.99987	0.999966	1.00003	1.00013	4.807329
235240	-1256.871	-1237.405	-19.46526	8.135909e+07	0.999859	0.999964	1.00004	1.00014	4.533094
235250	-1258.081	-1239.085	-18.99561	7003256	0.99952	0.999877	1.00012	1.00048	4.486129
235260	-1271.36	-1243.812	-27.54737	7.918089e+07	0.999857	0.999963	1.00004	1.00014	5.341305
235270	-1261.065	-1241.358	-19.70786	2.020925e+07	0.999717	0.999928	1.00007	1.00028	4.557354
235280	-1252.152	-1234.996	-17.15532	2.522425e+07	0.999747	0.999935	1.00006	1.00025	4.302099
235290	-1258.522	-1239.337	-19.18578	6.424715e+07	0.999842	0.999959	1.00004	1.00016	4.505145
235300	-1281.887	-1256.495	-25.39271	5.753888e+07	0.999832	0.999957	1.00004	1.00017	5.125839
235310	-1262.198	-1242.623	-19.57451	6.501121e+07	0.999842	0.999959	1.00004	1.00016	4.544018
235320	-1256.22	-1238.297	-17.92322	7.841136e+07	0.999856	0.999963	1.00004	1.00014	4.378889
235330	-1255.943	-1240.48	-15.46261	8.77424e+07	0.999864	0.999965	1.00003	1.00014	4.132828
235340	-1258.795	-1242.64	-16.15427	341910.7	0.997827	0.999444	1.00055	1.00217	4.201995
235350	-1258.759	-1239.907	-18.85268	3.498825e+07	0.999785	0.999945	1.00005	1.00021	4.471835
235360	-1263.655	-1245.949	-17.70627	2.259416e+07	0.999733	0.999932	1.00007	1.00027	4.357195
235370	-1260.101	-1237.431	-22.6701	2.005887e+07	0.999716	0.999927	1.00007	1.00028	4.853578
235380	-1260.912	-1240.115	-20.79626	2.395991e+07	0.99974	0.999934	1.00007	1.00026	4.666194
235390	-1259.983	-1243.509	-16.47345	4.679202e+07	0.999814	0.999952	1.00005	1.00019	4.233913
235400	-1259.508	-1237.559	-21.94918	7.747607e+07	0.999856	0.999964	1.00004	1.00014	4.781486
235410	-1261.797	-1243.573	-18.22352	3.766498e+07	0.999793	0.999947	1.00005	1.00021	4.40892
235420	-1273.711	-1245.327	-28.3837	2.877624e+07	0.999763	0.999939	1.00006	1.00024	5.424938
235430	-1279.108	-1252.088	-27.02002	6.190358e+07	0.999839	0.999959	1.00004	1.00016	5.288569
235440	-1266.394	-1243.216	-23.17819	9.191684e+07	0.999867	0.999965	1.00003	1.00013	4.904387
235450	-1253.177	-1233.603	-19.57379	5.236139e+07	0.999824	0.999955	1.00004	1.00018	4.543947
235460	-1251.388	-1229.623	-21.76466	1.610354e+07	0.999683	0.999919	1.00008	1.00032	4.763034
235470	-1253.894	-1236.412	-17.48176	9.370071e+07	0.999869	0.999966	1.00003	1.00013	4.334744
235480	-1263.077	-1243.774	-19.30217	4.414725e+07	0.999809	0.999951	1.00005	1.00019	4.516785
235490	-1255.671	-1235.438	-20.23288	4.588488e+07	0.999812	0.999952	1.00005	1.00019	4.609856
235500	-1256.279	-1239.149	-17.13012	9362117	0.999585	0.999894	1.00011	1.00042	4.299579
235510	-1253.692	-1237.097	-16.59487	9.354841e+07	0.999869	0.999967	1.00003	1.00013	4.246055
235520	-1262.841	-1241.394	-21.44713	8.201374e+07	0.999859	0.999964	1.00004	1.00014	4.731281
235530	-1253.07	-1234.004	-19.06561	8.571573e+07	0.999863	0.999964	1.00004	1.00014	4.493129
235540	-1256.421	-1236.845	-19.57521	7.692958e+07	0.999855	0.999963	1.00004	1.00014	4.544088
235550	-1260.833	-1243.609	-17.22387	1.359583e+07	0.999655	0.999912	1.00009	1.00034	4.308955
235560	-1268.427	-1245.791	-22.63573	5.736145e+07	0.999832	0.999957	1.00004	1.00017	4.850141
235570	-1255.545	-1233.404	-22.14103	5.822914e+07	0.999834	0.999958	1.00004	1.00017	4.80067
235580	-1261.405	-1241.044	-20.36086	7.52268e+07	0.999853	0.999962	1.00004	1.00015	4.622654
235590	-1252.054	-1233.43	-18.62466	2.180079e+07	0.999728	0.999931	1.00007	1.00027	4.449034
235600	-1253.463	-1233.142	-20.32062	9.334982e+07	0.999869	0.999967	1.00003	1.00013	4.618629
235610	-1248.463	-1231.668	-16.79504	9643626	0.999591	0.999895	1.0001	1.00041	4.266071
235620	-1256.698	-1237.03	-19.66807	2.542765e+07	0.999748	0.999936	1.00006	1.00025	4.553375
235630	-1249.616	-1233.706	-15.91051	5.018338e+07	0.99982	0.999954	1.00005	1.00018	4.177619
235640	-1255.396	-1237.329	-18.06645	7.817945e+07	0.999856	0.999963	1.00004	1.00014	4.393213
235650	-1255.631	-1235.618	-20.01318	3.143732e+07	0.999773	0.999942	1.00006	1.00023	4.587886
235660	-1265.738	-1243.115	-22.62225	5.912138e+07	0.999835	0.999958	1.00004	1.00017	4.848793
235670	-1255.895	-1238.079	-17.81574	2.653388e+07	0.999753	0.999937	1.00006	1.00025	4.368141
235680	-1256.655	-1234.925	-21.73036	5.469849e+07	0.999828	0.999956	1.00004	1.00017	4.759604
235690	-1254.851	-1238.292	-16.5595	2.244036e+07	0.999732	0.999931	1.00007	1.00027	4.242518
235700	-1256.271	-1237.811	-18.46063	9.124832e+07	0.999867	0.999965	1.00003	1.00013	4.432631
235710	-1258.464	-1238.29	-20.17395	7.284714e+07	0.999851	0.999962	1.00004	1.00015	4.603963
235720	-1261.662	-1240.41	-21.25113	6.537201e+07	0.999843	0.99996	1.00004	1.00016	4.711681
235730	-1277.155	-1255.836	-21.31985	3.62902e+07	0.999789	0.999946	1.00005	1.00021	4.718552
235740	-1276.89	-1246.722	-30.16853	1.767803e+07	0.999698	0.999923	1.00008	1.0003	5.60342
235750	-1254.526	-1233.294	-21.23169	4.140917e+07	0.999802	0.999949	1.00005	1.0002	4.709737
235760	-1259.933	-1238.742	-21.19075	4.952426e+07	0.999819	0.999954	1.00005	1.00018	4.705643
235770	-1252.66	-1231.895	-20.76515	5.653657e+07	0.999831	0.999956	1.00004	1.00017	4.663083
235780	-1249.525	-1230.445	-19.08026	3.721119e+07	0.999792	0.999946	1.00005	1.00021	4.494594
235790	-1262.228	-1240.759	-21.46853	9515448	0.999588	0.999895	1.00011	1.00041	4.733421
235800	-1256.629	-1238.907	-17.72256	5831272	0.999474	0.999865	1.00013	1.00053	4.358823
235810	-1255.172	-1233.297	-21.87508	9.444834e+07	0.999869	0.999966	1.00003	1.00013	4.774076
235820	-1257.708	-1235.767	-21.94115	7839154	0.999546	0.999884	1.00012	1.00045	4.780683
235830	-1253.373	-1233.575	-19.79739	8.477593e+07	0.999862	0.999965	1.00003	1.00014	4.566307
235840	-1267.072	-1247.737	-19.33516	5.486355e+07	0.999828	0.999956	1.00004	1.00017	4.520084
235850	-1262.95	-1242.39	-20.55997	6.996678e+07	0.999848	0.999961	1.00004	1.00015	4.642565
235860	-1254.901	-1234.549	-20.35262	1.627718e+07	0.999685	0.99992	1.00008	1.00032	4.62183
235870	-1266.943	-1245.65	-21.2932	2.948321e+07	0.999766	0.99994	1.00006	1.00023	4.715888
235880	-1262.678	-1242.157	-20.52051	3527117	0.999323	0.999827	1.00017	1.00068	4.638618
235890	-1263.03	-1240.246	-22.78352	1.494076e+07	0.999671	0.999916	1.00008	1.00033	4.864919
235900	-1263.345	-1242.494	-20.85157	6.694419e+07	0.999844	0.999961	1.00004	1.00016	4.671725
235910	-1260.008	-1242.415	-17.59308	1.571989e+07	0.999679	0.999918	1.00008	1.00032	4.345875
235920	-1257.014	-1236.17	-20.84493	4.113007e+07	0.999802	0.999949	1.00005	1.0002	4.67106
235930	-1265.637	-1249.662	-15.97549	8.613688e+07	0.999863	0.999965	1.00004	1.00014	4.184117
235940	-1251.493	-1229.45	-22.04271	2.009957e+07	0.999716	0.999928	1.00007	1.00028	4.790838
235950	-1261.417	-1242.868	-18.54881	2.714695e+07	0.999756	0.999938	1.00006	1.00024	4.441449
235960	-1262.198	-1237.652	-24.54569	4.477082e+07	0.99981	0.999951	1.00005	1.00019	5.041136
235970	-1258.246	-1239.1	-19.14607	4.664823e+07	0.999814	0.999953	1.00005	1.00019	4.501174
235980	-1263.823	-1241.17	-22.65296	3.408341e+07	0.999782	0.999944	1.00006	1.00022	4.851863
235990	-1251.936	-1231.86	-20.07656	6.179512e+07	0.999838	0.999959	1.00004	1.00016	4.594224
236000	-1254.424	-1231.692	-22.73192	6.617237e+07	0.999844	0.999959	1.00004	1.00016	4.85976
236010	-1263.255	-1240.87	-22.38554	3.126084e+07	0.999773	0.999942	1.00006	1.00023	4.825121
236020	-1260.563	-1240.128	-20.4351	8444699	0.999563	0.999888	1.00011	1.00044	4.630078
236030	-1254.543	-1234.645	-19.89799	8.392558e+07	0.999861	0.999965	1.00004	1.00014	4.576367
236040	-1252.636	-1238.376	-14.26009	9.820604e+07	0.999872	0.999967	1.00003	1.00013	4.012576
236050	-1271.379	-1248.975	-22.40409	7.044819e+07	0.999849	0.999961	1.00004	1.00015	4.826976
236060	-1266.394	-1242.592	-23.80286	9.81679e+07	0.999872	0.999967	1.00003	1.00013	4.966854
236070	-1257.441	-1237.23	-20.21077	4.98839e+07	0.99982	0.999954	1.00005	1.00018	4.607644
236080	-1262.965	-1237.57	-25.3956	7.253186e+07	0.999851	0.999962	1.00004	1.00015	5.126127
236090	-1252.511	-1237.19	-15.32088	9.692638e+07	0.999871	0.999967	1.00003	1.00013	4.118656
236100	-1257.183	-1238.822	-18.36064	1.497648e+07	0.999671	0.999916	1.00008	1.00033	4.422632
236110	-1250.66	-1234.624	-16.03601	7.24999e+07	0.99985	0.999962	1.00004	1.00015	4.190168
236120	-1261.586	-1247.521	-14.06501	1.28992e+07	0.999646	0.99991	1.00009	1.00035	3.993069
236130	-1269.422	-1249.799	-19.623	2.331654e+07	0.999737	0.999933	1.00007	1.00026	4.548868
236140	-1257.333	-1233.038	-24.29459	5.67973e+07	0.999831	0.999957	1.00004	1.00017	5.016027
236150	-1251.023	-1232.799	-18.22461	4.287731e+07	0.999806	0.99995	1.00005	1.00019	4.409029
236160	-1262.522	-1244.211	-18.31079	6.720841e+07	0.999845	0.99996	1.00004	1.00015	4.417646
236170	-1274.915	-1252.658	-22.2569	9.962991e+07	0.999873	0.999968	1.00003	1.00013	4.812258
236180	-1260.057	-1239.486	-20.57093	6.928059e+07	0.999847	0.999961	1.00004	1.00015	4.64366
236190	-1246.656	-1232.891	-13.76474	3.660534e+07	0.99979	0.999946	1.00005	1.00021	3.963041
236200	-1251.167	-1240.163	-11.00378	7.160832e+07	0.99985	0.999962	1.00004	1.00015	3.686946
236210	-1269.466	-1248.871	-20.5947	9.374242e+07	0.999869	0.999966	1.00003	1.00013	4.646037
236220	-1269.016	-1256.308	-12.70812	5.514876e+07	0.999829	0.999956	1.00004	1.00017	3.85738
236230	-1253.856	-1233.975	-19.88064	8.062695e+07	0.999858	0.999963	1.00004	1.00014	4.574632
236240	-1257.221	-1235.721	-21.50014	3.225767e+07	0.999776	0.999943	1.00006	1.00022	4.736581
236250	-1259.658	-1240.015	-19.6429	3304681	0.999301	0.999821	1.00018	1.0007	4.550857
236260	-1272.576	-1250.649	-21.9277	9.852556e+07	0.999872	0.999968	1.00003	1.00013	4.779338
236270	-1264.574	-1240.471	-24.10338	1.320388e+07	0.99965	0.999911	1.00009	1.00035	4.996905
236280	-1262.359	-1241.998	-20.36059	8.98309e+07	0.999866	0.999965	1.00003	1.00013	4.622627
236290	-1259.543	-1240.288	-19.2547	2.635622e+07	0.999752	0.999937	1.00006	1.00025	4.512038
236300	-1274.129	-1248.055	-26.07405	8.839611e+07	0.999865	0.999965	1.00004	1.00013	5.193972
236310	-1255.076	-1236.945	-18.13141	3.488193e+07	0.999785	0.999945	1.00006	1.00022	4.399708
236320	-1259.282	-1238.623	-20.65847	3.102638e+07	0.999772	0.999942	1.00006	1.00023	4.652415
236330	-1259.534	-1240.694	-18.84011	3.10199e+07	0.999772	0.999942	1.00006	1.00023	4.470579
236340	-1266.532	-1248.847	-17.68471	1.361536e+07	0.999656	0.999912	1.00009	1.00034	4.355038
236350	-1249.383	-1230.509	-18.87423	3.447284e+07	0.999784	0.999945	1.00006	1.00022	4.473991
236360	-1252.475	-1235.595	-16.87985	2.002106e+07	0.999716	0.999928	1.00007	1.00028	4.274553
236370	-1260.814	-1246.649	-14.16502	9.714109e+07	0.999871	0.999967	1.00003	1.00013	4.003069
236380	-1248.364	-1235.905	-12.45881	2.98107e+07	0.999767	0.999941	1.00006	1.00023	3.832449
236390	-1255.024	-1233.578	-21.44588	4.062012e+07	0.999801	0.999949	1.00005	1.0002	4.731156
236400	-1250.398	-1230.264	-20.13394	5.303915e+07	0.999826	0.999956	1.00004	1.00017	4.599961
236410	-1253.955	-1239.719	-14.2364	9009209	0.999577	0.999892	1.00011	1.00042	4.010207
236420	-1253.649	-1233.149	-20.50028	7.055191e+07	0.999849	0.999961	1.00004	1.00015	4.636596
236430	-1263.167	-1243.834	-19.33304	8.930561e+07	0.999866	0.999966	1.00003	1.00013	4.519872
236440	-1267.891	-1247.396	-20.4949	2.485624e+07	0.999745	0.999935	1.00006	1.00026	4.636058
236450	-1258.498	-1237.493	-21.00562	3.107479e+07	0.999772	0.999942	1.00006	1.00023	4.68713
236460	-1266.059	-1241.76	-24.29884	8.429544e+07	0.999862	0.999965	1.00003	1.00014	5.016452
236470	-1258.396	-1239.651	-18.74569	8.343334e+07	0.999861	0.999964	1.00004	1.00014	4.461137
236480	-1268.499	-1243.67	-24.82868	1.997971e+07	0.999716	0.999927	1.00007	1.00028	5.069435
236490	-1253.454	-1233.045	-20.40897	8683417	0.999569	0.99989	1.00011	1.00043	4.627465
236500	-1261.232	-1240.595	-20.63651	7.299992e+07	0.999851	0.999962	1.00004	1.00015	4.650218
236510	-1262.487	-1238.802	-23.68549	9.091929e+07	0.999867	0.999965	1.00003	1.00013	4.955116
236520	-1256.325	-1239.296	-17.02935	6.129867e+07	0.999838	0.999959	1.00004	1.00016	4.289503
236530	-1256.131	-1236.43	-19.70046	1.890177e+07	0.999708	0.999925	1.00007	1.00029	4.556613
236540	-1251.944	-1234.087	-17.85763	372259.4	0.997917	0.999467	1.00053	1.00208	4.372331
236550	-1256.276	-1235.387	-20.88939	4.60369e+07	0.999812	0.999952	1.00005	1.00019	4.675507
236560	-1261.227	-1239.318	-21.90961	4.297843e+07	0.999806	0.99995	1.00005	1.00019	4.777529
236570	-1252.927	-1236.452	-16.47535	6.30323e+07	0.99984	0.999959	1.00004	1.00016	4.234103
236580	-1257.157	-1233.238	-23.91981	7.770359e+07	0.999856	0.999963	1.00004	1.00014	4.978548
236590	-1259.895	-1239.57	-20.32529	7.68022e+07	0.999855	0.999963	1.00004	1.00014	4.619097
236600	-1263.226	-1246.066	-17.1598	5.250131e+07	0.999825	0.999956	1.00004	1.00018	4.302547
236610	-1257.556	-1234.255	-23.30095	2.391246e+07	0.99974	0.999934	1.00007	1.00026	4.916663
236620	-1260.828	-1241.524	-19.30386	5.756485e+07	0.999832	0.999957	1.00004	1.00017	4.516953
236630	-1262.923	-1245.174	-17.74951	8.770196e+07	0.999864	0.999966	1.00003	1.00014	4.361518
236640	-1264.824	-1244.216	-20.60761	7.311455e+07	0.999851	0.999962	1.00004	1.00015	4.647329
236650	-1255.568	-1236.95	-18.61771	1.510368e+07	0.999673	0.999916	1.00008	1.00033	4.448338
236660	-1247.706	-1230.143	-17.56252	8.77729e+07	0.999864	0.999965	1.00004	1.00014	4.342819
236670	-1259.989	-1243.107	-16.88203	2.937753e+07	0.999765	0.99994	1.00006	1.00023	4.274771
236680	-1262.461	-1244.146	-18.31571	4.167172e+07	0.999803	0.99995	1.00005	1.0002	4.418138
236690	-1262.292	-1245.033	-17.25893	4.33706e+07	0.999807	0.999951	1.00005	1.00019	4.31246
236700	-1270.392	-1253.643	-16.74927	5.752786e+07	0.999832	0.999958	1.00004	1.00017	4.261494
236710	-1256.513	-1237.357	-19.15634	6.992012e+07	0.999848	0.999962	1.00004	1.00015	4.502202
236720	-1261.964	-1241.864	-20.10024	1.560374e+07	0.999678	0.999918	1.00008	1.00032	4.596591
236730	-1257.417	-1237.685	-19.73122	3.073986e+07	0.999771	0.999941	1.00006	1.00023	4.559689
236740	-1256.104	-1241.65	-14.45473	4.686205e+07	0.999814	0.999953	1.00005	1.00019	4.032041
236750	-1262.546	-1237.31	-25.23634	3.039953e+07	0.999769	0.999941	1.00006	1.00023	5.110202
236760	-1266.105	-1248.551	-17.5531	8.757178e+07	0.999864	0.999965	1.00004	1.00014	4.341878
236770	-1249.647	-1232.455	-17.19206	4.333911e+07	0.999807	0.999951	1.00005	1.00019	4.305774
236780	-1257.603	-1240.631	-16.9723	9.166864e+07	0.999868	0.999965	1.00003	1.00013	4.283798
236790	-1258.496	-1237.112	-21.38393	9.669423e+07	0.999871	0.999966	1.00003	1.00013	4.72496
236800	-1267.312	-1243.033	-24.2791	6.133254e+07	0.999838	0.999958	1.00004	1.00016	5.014477
236810	-1256.106	-1236.735	-19.37072	3.684896e+07	0.999791	0.999947	1.00005	1.00021	4.523639
236820	-1252.709	-1231.768	-20.94071	8.34432e+07	0.999861	0.999965	1.00003	1.00014	4.680639
236830	-1254.58	-1238.416	-16.16388	2.210312e+07	0.99973	0.999931	1.00007	1.00027	4.202956
236840	-1258.135	-1239.62	-18.51538	1.692818e+07	0.999691	0.999921	1.00008	1.00031	4.438105
236850	-1256.664	-1234.536	-22.12753	8.64833e+07	0.999864	0.999965	1.00003	1.00014	4.799321
236860	-1263.659	-1242.051	-21.60797	8.623198e+07	0.999863	0.999965	1.00003	1.00014	4.747365
236870	-1262.427	-1243.743	-18.68451	9.365224e+07	0.999869	0.999966	1.00003	1.00013	4.455019
236880	-1260.882	-1240.3	-20.58235	7581689	0.999538	0.999882	1.00012	1.00046	4.644802
236890	-1255.353	-1237.561	-17.79247	9583234	0.999589	0.999895	1.0001	1.00041	4.365815
236900	-1258.573	-1241.706	-16.86659	4.153941e+07	0.999803	0.99995	1.00005	1.0002	4.273226
236910	-1262.033	-1240.835	-21.198	6.434669e+07	0.999841	0.999959	1.00004	1.00016	4.706367
236920	-1257.493	-1238.01	-19.48319	6.586081e+07	0.999843	0.999959	1.00004	1.00016	4.534887
236930	-1252.882	-1235.398	-17.4846	4038781	0.999368	0.999838	1.00016	1.00063	4.335027
236940	-1255.745	-1236.805	-18.93953	9.81444e+07	0.999872	0.999968	1.00003	1.00013	4.480521
